"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.2;101380;190;1;1;3.6;2018-08-10 09:00:00;40
0.2;"Nuages en formation ou en train de se développer";13;101320;210;3;3;1.7;2018-08-10 06:00:00;10
0;"Nuages en formation ou en train de se développer";11.2;101200;190;3;1;2.4;2018-08-10 03:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.1;101150;260;1;3;3.2;2018-08-10 00:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16.5;100990;290;0;1;3.3;2018-08-09 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.8;100740;260;1;1;5;2018-08-09 18:00:00;60
0.2;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16.4;100440;290;0;3;6.6;2018-08-09 15:00:00;100
0.2;"Pluie (ne se congelant pas)";17.9;100080;280;21;3;5.4;2018-08-09 12:00:00;90
0.6;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";18.2;99820;290;0;0;6.4;2018-08-09 09:00:00;100
8.5;"Orage faible ou modéré, sans grêle*, mais avec pluie ou neige ou pluie et neige mêlées au moment de l’observation";17.3;99750;80;95;8;3;2018-08-09 06:00:00;90
0;"Nuages en formation ou en train de se développer";19;100040;20;3;6;2.3;2018-08-09 03:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.8;100220;20;1;8;4.3;2018-08-09 00:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.5;100300;360;1;2;2.6;2018-08-08 21:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";25.7;100250;260;1;7;2.3;2018-08-08 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";26.9;100330;240;2;8;4.2;2018-08-08 15:00:00;75
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";25.5;100450;240;0;0;4.4;2018-08-08 12:00:00;NA
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";20.5;100440;260;0;1;2.6;2018-08-08 09:00:00;NA
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;100300;300;1;1;6.4;2018-08-08 06:00:00;90
0;"Nuages en formation ou en train de se développer";20.3;100110;260;3;3;3.7;2018-08-08 03:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.9;99860;230;1;3;5.9;2018-08-08 00:00:00;0
0;"Nuages en formation ou en train de se développer";28.1;99770;230;3;3;7.6;2018-08-07 21:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";33.5;99500;210;0;6;6.4;2018-08-07 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";36.1;99640;260;2;8;6.9;2018-08-07 15:00:00;75
0;"Nuages en formation ou en train de se développer";35.4;99770;170;3;6;2.1;2018-08-07 12:00:00;60
0;"Nuages en formation ou en train de se développer";29.9;99940;180;3;8;2.5;2018-08-07 09:00:00;50
0;"État du ciel inchangé dans l’ensemble";21.2;100020;110;2;5;1.5;2018-08-07 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.5;100020;0;2;6;0;2018-08-07 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";24;100150;360;2;8;0.5;2018-08-07 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";26.2;100180;40;2;1;1.9;2018-08-06 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";32.8;100160;350;2;6;2.2;2018-08-06 18:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";34.1;100280;40;1;8;1.2;2018-08-06 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";32.2;100420;260;2;8;2.7;2018-08-06 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";29.4;100550;300;2;8;2.2;2018-08-06 09:00:00;25
0;"État du ciel inchangé dans l’ensemble";21.3;100590;250;2;5;0.8;2018-08-06 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";18.2;100590;300;2;6;1.1;2018-08-06 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";19.2;100740;360;2;8;1.8;2018-08-06 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";24.3;100760;10;2;0;2.6;2018-08-05 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";29.4;100740;50;2;6;3.4;2018-08-05 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";30.7;100860;350;2;7;3.6;2018-08-05 15:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";28.3;101040;20;1;8;3.6;2018-08-05 12:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";22.6;101150;10;0;1;3.8;2018-08-05 09:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.2;101130;20;1;3;4.7;2018-08-05 06:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.6;101100;20;1;8;4.6;2018-08-05 03:00:00;60
0;"État du ciel inchangé dans l’ensemble";21.9;101110;10;2;1;5.1;2018-08-05 00:00:00;75
0;"État du ciel inchangé dans l’ensemble";25.6;101040;10;2;3;6.3;2018-08-04 21:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";31.4;100880;10;1;5;4.7;2018-08-04 18:00:00;40
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";32.9;100890;350;0;6;4.6;2018-08-04 15:00:00;NA
0;"État du ciel inchangé dans l’ensemble";31.6;100980;360;2;8;3.8;2018-08-04 12:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";28.1;101030;360;0;3;3.8;2018-08-04 09:00:00;NA
0;"Nuages en formation ou en train de se développer";22.7;100970;340;3;3;4;2018-08-04 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";22.7;100880;350;2;8;2.8;2018-08-04 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";25;100920;330;2;0;3.2;2018-08-04 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";28.1;100900;360;2;3;6;2018-08-03 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";33.1;100750;30;2;5;4.6;2018-08-03 18:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";34.4;100810;110;1;8;2.4;2018-08-03 15:00:00;10
0;"Nuages en formation ou en train de se développer";33;100950;10;3;8;2.9;2018-08-03 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";28;101070;30;2;0;3.3;2018-08-03 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";22.4;101070;10;2;4;3.7;2018-08-03 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";21.1;101080;10;2;8;3.7;2018-08-03 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";24;101130;30;2;0;4;2018-08-03 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";26.2;101120;40;2;2;4.1;2018-08-02 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";31.2;101010;60;1;6;3.9;2018-08-02 18:00:00;0
0;"État du ciel inchangé dans l’ensemble";32.6;101060;10;2;6;3.3;2018-08-02 15:00:00;10
0;"Nuages en formation ou en train de se développer";31.2;101180;50;3;8;3;2018-08-02 12:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";25.7;101230;30;1;0;2.6;2018-08-02 09:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.3;101160;20;1;1;4.3;2018-08-02 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";19;101100;10;2;3;2.8;2018-08-02 03:00:00;40
0;"État du ciel inchangé dans l’ensemble";21.2;101080;10;2;3;3.8;2018-08-02 00:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.9;101000;20;1;1;2;2018-08-01 21:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27.7;100870;40;1;5;1.8;2018-08-01 18:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";28.7;100900;140;1;8;2.1;2018-08-01 15:00:00;40
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";28.7;100980;70;0;8;3;2018-08-01 12:00:00;NA
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";25;101040;50;0;0;2;2018-08-01 09:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.7;101000;360;1;1;2.6;2018-08-01 06:00:00;50
0;"Nuages en formation ou en train de se développer";18.4;100930;10;3;4;3.8;2018-08-01 03:00:00;60
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.9;100930;20;0;1;2.9;2018-08-01 00:00:00;NA
0;"État du ciel inchangé dans l’ensemble";25.9;99950;40;2;2;3.6;2018-06-30 21:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";30.5;99900;90;1;6;3;2018-06-30 18:00:00;10
NA;"Nuages en formation ou en train de se développer";30.3;99970;80;3;8;4.6;2018-06-30 15:00:00;40
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";29.3;100090;80;0;8;4.5;2018-06-30 12:00:00;NA
0;"État du ciel inchangé dans l’ensemble";25.5;100200;50;2;7;3.8;2018-06-30 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";20.4;100260;30;2;6;4.4;2018-06-30 06:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.7;100280;30;1;7;4.7;2018-06-30 03:00:00;0
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";21.7;100330;30;0;8;5.6;2018-06-30 00:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24.5;100340;40;1;3;6.6;2018-06-29 21:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27.5;100300;40;1;6;6.4;2018-06-29 18:00:00;50
0;"Nuages en formation ou en train de se développer";27.9;100390;80;3;7;7.4;2018-06-29 15:00:00;75
0;"Nuages en formation ou en train de se développer";28.3;100510;70;3;6;7.3;2018-06-29 12:00:00;40
0;"État du ciel inchangé dans l’ensemble";24.6;100640;30;2;8;4.2;2018-06-29 09:00:00;40
0;"Nuages en formation ou en train de se développer";19.2;100670;20;3;4;3.5;2018-06-29 06:00:00;60
0;"État du ciel inchangé dans l’ensemble";18.6;100670;360;2;8;3.3;2018-06-29 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";20.3;100720;30;2;1;4.5;2018-06-29 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";22.1;100710;50;2;3;3.8;2018-06-28 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";26.4;100630;80;2;6;6.7;2018-06-28 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";27.4;100700;40;2;7;7.2;2018-06-28 15:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";26.4;100850;80;0;8;7.4;2018-06-28 12:00:00;NA
0;"État du ciel inchangé dans l’ensemble";24;100950;50;2;0;4.2;2018-06-28 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";19.5;100950;30;2;2;4.4;2018-06-28 06:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.5;100900;30;1;6;4;2018-06-28 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";20.4;100940;20;2;4;4.2;2018-06-28 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";23.1;100940;40;2;3;5.1;2018-06-27 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";26.9;100840;40;2;6;5.3;2018-06-27 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";28.2;100930;60;2;7;5.2;2018-06-27 15:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27;101070;50;1;7;5;2018-06-27 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";23.3;101150;60;2;8;2.6;2018-06-27 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";17.7;101180;40;2;5;4.5;2018-06-27 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";15;101180;30;2;3;3.7;2018-06-27 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";17.1;101160;30;2;7;3.5;2018-06-27 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";20.4;101170;40;2;3;4.8;2018-06-26 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";25.3;101150;50;2;6;5.4;2018-06-26 18:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";26.9;101190;60;1;6;3.8;2018-06-26 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";25.6;101290;50;2;7;4.5;2018-06-26 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";22.5;101360;50;2;8;3.6;2018-06-26 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";17.6;101380;30;2;2;3.2;2018-06-26 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";14.8;101300;40;2;6;3.2;2018-06-26 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";16.1;101350;40;2;7;3.5;2018-06-26 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";19.4;101390;40;2;2;4.4;2018-06-25 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.2;101290;50;1;5;6.2;2018-06-25 18:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24.3;101310;40;1;6;5.7;2018-06-25 15:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.7;101370;40;1;8;6.3;2018-06-25 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";19.1;101400;30;2;0;3.6;2018-06-25 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";15.5;101360;50;2;3;5.1;2018-06-25 06:00:00;10
0;"Nuages en formation ou en train de se développer";14;101280;20;3;8;3.4;2018-06-25 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";16;101310;30;2;3;4.6;2018-06-25 00:00:00;0
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.7;101240;30;0;3;3.2;2018-06-24 21:00:00;NA
0;"État du ciel inchangé dans l’ensemble";21.2;101180;40;2;5;5.5;2018-06-24 18:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.7;101200;30;1;6;5.1;2018-06-24 15:00:00;90
0;"Nuages en formation ou en train de se développer";22;101290;360;3;8;4.3;2018-06-24 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.6;101350;50;2;1;3.6;2018-06-24 09:00:00;90
0;"Nuages en formation ou en train de se développer";15.1;101320;30;3;5;1.7;2018-06-24 06:00:00;90
0;"Nuages en formation ou en train de se développer";13.9;101320;20;3;7;2.6;2018-06-24 03:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.3;101410;20;1;8;3.1;2018-06-24 00:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.7;101470;50;1;3;2.9;2018-06-23 21:00:00;60
0;"Nuages en formation ou en train de se développer";20.9;101460;40;3;7;4.4;2018-06-23 18:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.4;101550;50;1;6;5.1;2018-06-23 15:00:00;75
0;"Nuages en formation ou en train de se développer";20.1;101720;40;3;8;5;2018-06-23 12:00:00;60
0;"Nuages en formation ou en train de se développer";16.6;101820;50;3;8;4.4;2018-06-23 09:00:00;25
0;"État du ciel inchangé dans l’ensemble";12.4;101850;40;2;3;3.6;2018-06-23 06:00:00;0
0;"Nuages en formation ou en train de se développer";10.5;101790;40;3;6;3.2;2018-06-23 03:00:00;40
0;"État du ciel inchangé dans l’ensemble";12;101820;40;2;0;5.3;2018-06-23 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.7;101820;40;1;3;5.5;2018-06-22 21:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.7;101690;30;1;6;5.7;2018-06-22 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";21;101730;20;2;6;4.5;2018-06-22 15:00:00;40
0;"Nuages en formation ou en train de se développer";20;101820;10;3;7;4.8;2018-06-22 12:00:00;40
0;"Nuages en formation ou en train de se développer";16.8;101900;30;3;0;4.3;2018-06-22 09:00:00;10
0;"Nuages en formation ou en train de se développer";12.7;101860;30;3;1;3.5;2018-06-22 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";9.30000000000001;101760;40;2;5;1.4;2018-06-22 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";11.5;101770;40;2;1;5.2;2018-06-22 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.9;101670;30;1;3;7.4;2018-06-21 21:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.2;101420;20;1;3;7.2;2018-06-21 18:00:00;25
NA;"État du ciel inchangé dans l’ensemble";20.5;101310;20;2;2;6.1;2018-06-21 15:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.8;101210;10;1;1;5.3;2018-06-21 12:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.9;101140;340;1;3;5.9;2018-06-21 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.1;101020;320;2;3;5.6;2018-06-21 06:00:00;90
0;"Nuages en formation ou en train de se développer";18;100910;320;3;0;2.9;2018-06-21 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";19.1;100910;300;2;6;1.7;2018-06-21 00:00:00;0
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.2;100930;350;1;3;1.2;2018-06-20 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";28;100880;300;2;6;3;2018-06-20 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";28.8;100960;310;2;6;2.8;2018-06-20 15:00:00;25
0;"État du ciel inchangé dans l’ensemble";26.7;101100;70;2;8;0.9;2018-06-20 12:00:00;10
0;"Nuages en formation ou en train de se développer";23.6;101200;70;3;8;1.3;2018-06-20 09:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.6;101230;100;1;6;0.9;2018-06-20 06:00:00;0
0;"Mince couche de brouillard ou de brouillard glacé à la station, qu’il s’agisse d’une station terrestre ou d’une station en mer, d’une épaisseur n’excédant pas 2 mètres sur terre ou 10 mètres en mer";15;101260;350;11;7;1.2;2018-06-20 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";17.6;101340;40;2;7;1.7;2018-06-20 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.6;101370;40;2;3;3.4;2018-06-19 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";24.7;101350;340;2;6;1.8;2018-06-19 18:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";24.7;101450;290;1;8;1.8;2018-06-19 15:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.8;101550;270;1;7;1.7;2018-06-19 12:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.2;101600;300;1;1;1.1;2018-06-19 09:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.4;101570;340;1;1;1.6;2018-06-19 06:00:00;100
0;"Nuages en formation ou en train de se développer";17.1;101470;320;3;3;3.1;2018-06-19 03:00:00;100
0;"Nuages en formation ou en train de se développer";15;101420;300;3;2;3.1;2018-06-19 00:00:00;25
0;"État du ciel inchangé dans l’ensemble";16.8;101360;280;2;3;1.6;2018-06-18 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";23.6;101240;290;2;5;4.2;2018-06-18 18:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";23.1;101250;280;0;8;6.2;2018-06-18 15:00:00;90
-0.1;"État du ciel inchangé dans l’ensemble";22.3;101270;270;2;3;5;2018-06-18 12:00:00;75
-0.1;"Bruine (ne se congelant pas) ou neige en grains";18.6;101250;230;20;3;3.2;2018-06-18 09:00:00;90
0;"Nuages en formation ou en train de se développer";17;101170;250;3;3;3.5;2018-06-18 06:00:00;90
