"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"État du ciel inchangé dans l’ensemble";6.5;101940;40;2;6;4.1;2013-12-02 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.80000000000001;101970;40;2;8;2.6;2013-12-02 03:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";5.20000000000005;102020;40;0;6;2.1;2013-12-02 00:00:00;NA
0;"État du ciel inchangé dans l’ensemble";6.80000000000001;102060;40;2;3;3.1;2013-12-01 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.80000000000001;102000;50;2;1;2.6;2013-12-01 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.90000000000003;101950;40;2;6;3.1;2013-12-01 15:00:00;50
0;"État du ciel inchangé dans l’ensemble";7.20000000000005;102000;60;2;8;3.1;2013-12-01 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";4.90000000000003;102030;40;2;1;0.5;2013-12-01 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.30000000000001;101910;10;2;2;1.5;2013-12-01 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";6;101860;350;2;3;1.5;2013-12-01 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.80000000000001;101830;40;2;0;1;2013-12-01 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";7.5;101750;10;2;1;2.1;2013-11-30 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";8;101600;20;2;1;3.6;2013-11-30 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";8.40000000000003;101400;30;2;3;2.6;2013-11-30 15:00:00;75
0;"État du ciel inchangé dans l’ensemble";7.5;101270;350;2;1;2.6;2013-11-30 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.20000000000005;101170;340;2;3;3.6;2013-11-30 09:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";4.70000000000005;100980;340;1;3;2.6;2013-11-30 06:00:00;40
0;"Averse(s) de pluie";4.90000000000003;100960;320;25;5;1.5;2013-11-30 03:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";6.40000000000003;101010;300;1;6;2.1;2013-11-30 00:00:00;60
0.4;"Pluie, sans congélation, intermittente, faible au moment de l’observation";8.30000000000001;101110;310;60;6;3.1;2013-11-29 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";8.10000000000002;101280;290;2;6;2.1;2013-11-29 18:00:00;90
0;"Bruine, sans congélation, continue, faible au moment de l’observation";8.5;101450;290;51;7;3.6;2013-11-29 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.5;101680;250;2;8;2.6;2013-11-29 12:00:00;90
0;"Brume";7;101990;260;10;6;1;2013-11-29 09:00:00;100
0;"Brume";6.80000000000001;102050;0;10;7;0;2013-11-29 06:00:00;100
0;"Brume";7.20000000000005;102120;0;10;7;0;2013-11-29 03:00:00;100
0;"Brume";6.90000000000003;102200;320;10;8;0.5;2013-11-29 00:00:00;100
0;"Brume";6.60000000000002;102280;350;10;1;1;2013-11-28 21:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";6;102260;0;50;3;0;2013-11-28 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";6.40000000000003;102250;340;2;6;1;2013-11-28 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";6.20000000000005;102360;0;2;8;0;2013-11-28 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.10000000000002;102460;0;2;3;0;2013-11-28 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";1;102410;0;2;3;0;2013-11-28 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";0;102380;0;2;8;0;2013-11-28 03:00:00;75
0;"État du ciel inchangé dans l’ensemble";-0.0999999999999659;102410;0;2;0;0;2013-11-28 00:00:00;25
0;"État du ciel inchangé dans l’ensemble";3;102370;0;2;2;0;2013-11-27 21:00:00;75
0;"État du ciel inchangé dans l’ensemble";4.90000000000003;102290;0;2;3;0;2013-11-27 18:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";6.5;102210;80;0;6;1.5;2013-11-27 15:00:00;NA
0;"État du ciel inchangé dans l’ensemble";6.30000000000001;102290;60;2;0;1.5;2013-11-27 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.40000000000003;102290;70;2;2;1.5;2013-11-27 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.30000000000001;102220;0;2;6;0;2013-11-27 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.40000000000003;102260;10;2;6;1.5;2013-11-27 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.70000000000005;102370;10;2;8;2.1;2013-11-27 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.10000000000002;102430;10;2;8;1;2013-11-26 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.5;102470;10;2;1;1.5;2013-11-26 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.5;102460;50;2;8;2.1;2013-11-26 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.20000000000005;102510;50;2;8;3.1;2013-11-26 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";4.70000000000005;102580;40;2;3;2.6;2013-11-26 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";3.5;102420;20;2;3;2.6;2013-11-26 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";4.5;102340;10;2;8;3.6;2013-11-26 03:00:00;40
0;"État du ciel inchangé dans l’ensemble";5.80000000000001;102350;340;2;7;2.1;2013-11-26 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.10000000000002;102380;360;2;2;3.6;2013-11-25 21:00:00;90
0;"Pluie, sans congélation, intermittente, faible au moment de l’observation";6.20000000000005;102280;10;60;3;3.6;2013-11-25 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.80000000000001;102210;20;2;6;3.6;2013-11-25 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.80000000000001;102240;20;2;0;4.1;2013-11-25 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.5;102230;30;2;2;2.6;2013-11-25 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.90000000000003;102060;30;2;3;2.1;2013-11-25 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.5;101960;10;2;3;3.1;2013-11-25 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";5.70000000000005;101900;20;1;1;3.1;2013-11-25 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";7.10000000000002;101800;30;1;3;4.1;2013-11-24 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";7.70000000000005;101590;10;2;2;3.6;2013-11-24 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";7.5;101440;10;2;3;3.6;2013-11-24 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.80000000000001;101420;360;2;1;3.1;2013-11-24 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.40000000000003;101350;10;2;1;4.1;2013-11-24 09:00:00;75
0;"État du ciel inchangé dans l’ensemble";2.70000000000005;101190;10;2;3;3.6;2013-11-24 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;101030;20;2;0;4.1;2013-11-24 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";5.80000000000001;100990;30;2;1;3.6;2013-11-23 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.90000000000003;100920;20;2;2;4.6;2013-11-23 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";6.20000000000005;100780;30;2;4;5.7;2013-11-23 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";6;100780;360;2;1;3.6;2013-11-23 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.60000000000002;100730;30;2;2;4.6;2013-11-23 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";5;100550;20;2;3;4.6;2013-11-23 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";5;100440;20;2;0;4.1;2013-11-23 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.10000000000002;100400;20;2;3;4.1;2013-11-23 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;100280;30;2;3;6.2;2013-11-22 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";5;100170;20;2;3;6.2;2013-11-22 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.80000000000001;100060;10;2;3;5.1;2013-11-22 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";3.90000000000003;99960;360;2;1;5.7;2013-11-22 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";2.40000000000003;99940;10;2;1;5.1;2013-11-22 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";2.40000000000003;99850;20;2;3;5.7;2013-11-22 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.30000000000001;99700;360;2;1;3.6;2013-11-22 03:00:00;100
0;"Nuages en formation ou en train de se développer";3.90000000000003;99610;10;3;3;3.6;2013-11-22 00:00:00;100
0;"Nuages en formation ou en train de se développer";3.40000000000003;99490;20;3;1;3.1;2013-11-21 21:00:00;90
0.4;"Pluie (ne se congelant pas)";2.70000000000005;99300;20;21;3;3.6;2013-11-21 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";3.20000000000005;99060;30;2;3;3.6;2013-11-21 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";3.10000000000002;98870;60;2;1;5.7;2013-11-21 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.10000000000002;98660;360;2;1;2.6;2013-11-21 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";3;98450;250;2;3;1.5;2013-11-21 06:00:00;90
0.4;"Pluie (ne se congelant pas)";2.80000000000001;98430;240;21;8;2.1;2013-11-21 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";1.90000000000003;98540;250;1;6;3.6;2013-11-21 00:00:00;60
2;"Pluie (ne se congelant pas)";3.70000000000005;98710;270;21;6;3.6;2013-11-20 21:00:00;90
3;"Pluie, sans congélation, intermittente, faible au moment de l’observation";3.60000000000002;98950;220;60;6;6.7;2013-11-20 18:00:00;100
0.2;"Pluie, sans congélation, continue, faible au moment de l’observation";3.30000000000001;99400;210;61;7;6.2;2013-11-20 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;99910;230;2;8;4.1;2013-11-20 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";3.5;100220;290;2;8;3.6;2013-11-20 09:00:00;60
0;"État du ciel inchangé dans l’ensemble";2.5;100350;300;2;3;3.1;2013-11-20 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";2.5;100330;340;2;0;4.6;2013-11-20 03:00:00;25
0;"État du ciel inchangé dans l’ensemble";3.20000000000005;100310;340;2;0;5.1;2013-11-20 00:00:00;75
0;"État du ciel inchangé dans l’ensemble";3.80000000000001;100310;350;2;3;4.1;2013-11-19 21:00:00;75
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;100220;350;2;3;4.1;2013-11-19 18:00:00;25
0;"État du ciel inchangé dans l’ensemble";7.20000000000005;100030;340;2;3;7.2;2013-11-19 15:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";6.40000000000003;99960;360;1;1;5.1;2013-11-19 12:00:00;90
0;"Pluie (ne se congelant pas)";6.80000000000001;99930;340;21;1;3.1;2013-11-19 09:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";4.70000000000005;99760;260;50;5;1.5;2013-11-19 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.70000000000005;99770;250;2;8;2.1;2013-11-19 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";2.20000000000005;99860;270;2;8;1.5;2013-11-19 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";1.70000000000005;99950;300;2;6;2.6;2013-11-18 21:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";5.10000000000002;99990;330;1;3;1.5;2013-11-18 18:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";5.70000000000005;99980;170;1;5;1.5;2013-11-18 15:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";5.60000000000002;100090;250;50;8;1;2013-11-18 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;100210;200;2;6;1.5;2013-11-18 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.90000000000003;100250;170;2;6;0.5;2013-11-18 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";4.80000000000001;100400;180;2;8;1;2013-11-18 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.10000000000002;100580;100;2;6;0.5;2013-11-18 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.5;100770;50;2;7;1;2013-11-17 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.40000000000003;100930;190;2;6;1;2013-11-17 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.40000000000003;100980;80;2;6;2.1;2013-11-17 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";5.20000000000005;101180;50;2;8;3.1;2013-11-17 12:00:00;100
0;"Brume";4.20000000000005;101380;30;10;8;3.1;2013-11-17 09:00:00;100
0;"Brume";3.60000000000002;101390;30;10;8;2.6;2013-11-17 06:00:00;100
0;"Brume";3.80000000000001;101490;40;10;6;1.5;2013-11-17 03:00:00;100
0;"Brume";3.80000000000001;101650;50;10;6;2.1;2013-11-17 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.5;101770;30;2;0;2.1;2013-11-16 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";4;101780;40;2;6;4.6;2013-11-16 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";4;101840;40;2;6;4.1;2013-11-16 15:00:00;100
0;"Brume";3.40000000000003;101990;50;10;8;5.1;2013-11-16 12:00:00;100
0;"Brume";3.10000000000002;102060;30;10;1;3.1;2013-11-16 09:00:00;90
0;"Brume";1.5;101990;40;10;3;3.1;2013-11-16 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";2.80000000000001;101980;30;2;2;2.6;2013-11-16 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";4.60000000000002;101970;40;2;2;4.6;2013-11-16 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";6;101840;30;2;2;5.1;2013-11-15 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";7.5;101690;40;2;1;7.2;2013-11-15 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";8.90000000000003;101500;20;2;3;6.7;2013-11-15 15:00:00;75
0;"État du ciel inchangé dans l’ensemble";9.40000000000003;101440;20;2;8;7.7;2013-11-15 12:00:00;75
0;"État du ciel inchangé dans l’ensemble";7.30000000000001;101490;10;2;3;6.2;2013-11-15 09:00:00;75
0;"État du ciel inchangé dans l’ensemble";6.10000000000002;101430;350;2;7;5.1;2013-11-15 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";6.60000000000002;101470;340;2;3;4.1;2013-11-15 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";6.90000000000003;101400;340;2;1;4.1;2013-11-15 00:00:00;90
0.4;"État du ciel inchangé dans l’ensemble";7.10000000000002;101380;340;2;1;4.1;2013-11-14 21:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";6.70000000000005;101250;310;1;3;3.6;2013-11-14 18:00:00;40
2;"Averse(s) de pluie";8;101120;340;25;1;3.6;2013-11-14 15:00:00;60
1;"Nuages en formation ou en train de se développer";9.70000000000005;101100;300;3;6;5.7;2013-11-14 12:00:00;90
0.6;"Pluie, sans congélation, intermittente, faible au moment de l’observation";6.10000000000002;101190;260;60;6;3.1;2013-11-14 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";3.5;101340;230;2;6;2.1;2013-11-14 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";1;101580;230;2;6;1.5;2013-11-14 03:00:00;10
0;"Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente";1.60000000000002;101800;290;44;7;1.5;2013-11-14 00:00:00;NA
0;"État du ciel inchangé dans l’ensemble";3.30000000000001;101860;280;2;7;1.5;2013-11-13 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";5.90000000000003;101970;20;2;6;2.6;2013-11-13 18:00:00;0
NA;"État du ciel inchangé dans l’ensemble";9.90000000000003;102020;20;2;6;4.6;2013-11-13 15:00:00;10
0;"État du ciel inchangé dans l’ensemble";10.2;102180;50;2;8;6.2;2013-11-13 12:00:00;10
0;"État du ciel inchangé dans l’ensemble";8;102260;30;2;1;4.6;2013-11-13 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";6.30000000000001;102120;30;2;2;4.1;2013-11-13 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";9.10000000000002;102000;20;2;3;5.1;2013-11-13 03:00:00;90
0.4;"Pluie (ne se congelant pas)";9.60000000000002;101920;20;21;1;5.7;2013-11-13 00:00:00;90
1;"Bruine et pluie, faibles";10.1;101680;20;58;1;6.2;2013-11-12 21:00:00;100
0.4;"Bruine (ne se congelant pas) ou neige en grains";9.60000000000002;101480;0;20;3;0;2013-11-12 18:00:00;100
0.2;"Bruine et pluie, faibles";9.40000000000003;101370;210;58;6;1.5;2013-11-12 15:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";8.60000000000002;101450;200;50;8;2.6;2013-11-12 12:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";7.10000000000002;101510;190;50;2;2.1;2013-11-12 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";7.60000000000002;101470;190;2;6;2.1;2013-11-12 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";7.5;101570;180;2;8;2.1;2013-11-12 03:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";7.80000000000001;101680;170;0;7;3.6;2013-11-12 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";8.30000000000001;101800;180;2;3;3.1;2013-11-11 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";8.70000000000005;101790;180;2;7;2.6;2013-11-11 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.60000000000002;101800;180;2;6;4.1;2013-11-11 15:00:00;90
0;"Nuages en formation ou en train de se développer";9.40000000000003;101890;190;3;0;3.6;2013-11-11 12:00:00;60
0;"Nuages en formation ou en train de se développer";4.20000000000005;101880;190;3;0;3.1;2013-11-11 09:00:00;50
0;"Brouillard ou brouillard glacé en bancs";0;101820;200;41;1;0.5;2013-11-11 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";0.100000000000023;101740;240;2;1;1;2013-11-11 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";1.40000000000003;101670;270;2;2;1.5;2013-11-11 00:00:00;10
0;"État du ciel inchangé dans l’ensemble";3;101550;280;2;3;1.5;2013-11-10 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";7.60000000000002;101330;330;2;1;3.1;2013-11-10 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";9.5;100880;330;2;3;6.2;2013-11-10 15:00:00;25
0.6;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";9.80000000000001;100490;330;1;1;7.2;2013-11-10 12:00:00;60
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";7.80000000000001;100020;350;0;3;7.2;2013-11-10 09:00:00;100
2;"Pluie (ne se congelant pas)";7;99520;330;21;1;3.6;2013-11-10 06:00:00;100
15;"Pluie, sans congélation, continue, modérée au moment de l’observation";8.40000000000003;98750;340;63;8;1;2013-11-10 03:00:00;100
